,BH105,BH106,BH101,BH103,count,sedentary
817,7,1,4,4,3,FALSE
818,7,1,4,5,3,FALSE
819,7,1,4,6,1,FALSE
820,7,1,4,7,19,FALSE
821,7,1,5,0,7,FALSE
822,7,1,5,1,4,FALSE
823,7,1,5,2,4,FALSE
824,7,1,5,3,1,FALSE
825,7,1,5,4,4,FALSE
826,7,1,5,5,8,FALSE
827,7,1,5,6,4,FALSE
828,7,1,5,7,15,FALSE
829,7,1,6,0,4,FALSE
830,7,1,6,1,1,FALSE
831,7,1,6,3,2,FALSE
832,7,1,6,4,1,FALSE
833,7,1,6,5,5,FALSE
834,7,1,6,6,5,FALSE
835,7,1,6,7,5,FALSE
836,7,1,7,0,16,FALSE
837,7,1,7,1,5,FALSE
838,7,1,7,2,1,FALSE
839,7,1,7,3,4,FALSE
840,7,1,7,4,4,FALSE
841,7,1,7,5,4,FALSE
842,7,1,7,6,3,FALSE
843,7,1,7,7,66,FALSE
844,7,1,NA,7,1,FALSE
845,7,2,0,0,158,FALSE
846,7,2,0,1,9,FALSE
847,7,2,0,2,13,FALSE
848,7,2,0,3,13,FALSE
849,7,2,0,4,10,FALSE
850,7,2,0,5,22,FALSE
851,7,2,0,6,9,FALSE
852,7,2,0,7,79,FALSE
853,7,2,1,0,9,FALSE
854,7,2,1,2,4,FALSE
855,7,2,1,3,4,FALSE
856,7,2,1,4,2,FALSE
857,7,2,1,5,3,FALSE
858,7,2,1,6,1,FALSE
859,7,2,1,7,6,FALSE
860,7,2,2,0,7,FALSE
861,7,2,2,1,1,FALSE
862,7,2,2,2,3,FALSE
863,7,2,2,3,5,FALSE
864,7,2,2,4,4,FALSE
865,7,2,2,5,1,FALSE
866,7,2,2,7,14,FALSE
867,7,2,3,0,4,FALSE
868,7,2,3,2,3,FALSE
869,7,2,3,3,3,FALSE
870,7,2,3,4,4,FALSE
871,7,2,3,5,2,FALSE
872,7,2,3,7,7,FALSE
873,7,2,4,0,5,FALSE
874,7,2,4,1,1,FALSE
875,7,2,4,3,1,FALSE
876,7,2,4,5,1,FALSE
877,7,2,4,6,5,FALSE
878,7,2,4,7,2,FALSE
879,7,2,5,0,3,FALSE
880,7,2,5,2,1,FALSE
881,7,2,5,4,2,FALSE
882,7,2,5,5,4,FALSE
883,7,2,5,6,2,FALSE
884,7,2,5,7,9,FALSE
885,7,2,6,3,2,FALSE
886,7,2,6,4,2,FALSE
887,7,2,6,5,1,FALSE
888,7,2,6,7,1,FALSE
889,7,2,7,0,8,FALSE
890,7,2,7,1,1,FALSE
891,7,2,7,2,5,FALSE
892,7,2,7,3,1,FALSE
893,7,2,7,5,3,FALSE
894,7,2,7,7,37,FALSE
895,7,3,0,0,56,FALSE
896,7,3,0,1,5,FALSE
897,7,3,0,2,8,FALSE
898,7,3,0,3,7,FALSE
899,7,3,0,5,4,FALSE
900,7,3,0,6,11,FALSE
901,7,3,0,7,50,FALSE
902,7,3,1,0,3,FALSE
903,7,3,1,1,1,FALSE
904,7,3,1,5,1,FALSE
905,7,3,1,7,9,FALSE
906,7,3,2,0,1,FALSE
907,7,3,2,1,2,FALSE
908,7,3,2,2,2,FALSE
909,7,3,2,3,1,FALSE
910,7,3,2,4,1,FALSE
911,7,3,2,5,1,FALSE
912,7,3,2,6,1,FALSE
913,7,3,2,7,4,FALSE
914,7,3,3,2,3,FALSE
915,7,3,3,3,2,FALSE
916,7,3,3,4,1,FALSE
917,7,3,3,7,2,FALSE
918,7,3,4,0,1,FALSE
919,7,3,4,2,1,FALSE
920,7,3,4,3,1,FALSE
921,7,3,4,7,6,FALSE
922,7,3,5,0,1,FALSE
923,7,3,5,1,1,FALSE
924,7,3,5,3,1,FALSE
925,7,3,5,4,1,FALSE
926,7,3,5,5,6,FALSE
927,7,3,5,6,1,FALSE
928,7,3,5,7,1,FALSE
929,7,3,6,0,1,FALSE
930,7,3,6,2,1,FALSE
931,7,3,6,6,1,FALSE
932,7,3,6,7,1,FALSE
933,7,3,7,0,1,FALSE
934,7,3,7,1,1,FALSE
935,7,3,7,5,1,FALSE
936,7,3,7,7,23,FALSE
937,7,4,0,0,55,FALSE
938,7,4,0,1,4,FALSE
939,7,4,0,2,2,FALSE
940,7,4,0,3,9,FALSE
941,7,4,0,4,2,FALSE
942,7,4,0,5,7,FALSE
943,7,4,0,6,4,FALSE
944,7,4,0,7,37,FALSE
945,7,4,1,0,2,FALSE
946,7,4,1,1,3,FALSE
947,7,4,1,2,2,FALSE
948,7,4,1,4,1,FALSE
949,7,4,1,5,1,FALSE
950,7,4,1,6,2,FALSE
951,7,4,1,7,2,FALSE
952,7,4,2,0,1,FALSE
953,7,4,2,1,1,FALSE
954,7,4,2,2,2,FALSE
955,7,4,2,3,1,FALSE
956,7,4,2,6,2,FALSE
957,7,4,2,7,2,FALSE
958,7,4,3,3,3,FALSE
959,7,4,3,4,1,FALSE
960,7,4,3,5,1,FALSE
961,7,4,3,7,4,FALSE
962,7,4,4,0,2,FALSE
963,7,4,4,2,1,FALSE
964,7,4,4,4,1,FALSE
965,7,4,4,6,1,FALSE
966,7,4,4,7,1,FALSE
967,7,4,5,2,2,FALSE
968,7,4,5,4,1,FALSE
969,7,4,5,5,2,FALSE
970,7,4,5,6,1,FALSE
971,7,4,5,7,1,FALSE
972,7,4,6,0,1,FALSE
973,7,4,6,5,1,FALSE
974,7,4,6,6,4,FALSE
975,7,4,7,1,1,FALSE
976,7,4,7,2,2,FALSE
977,7,4,7,7,10,FALSE
978,7,5,0,0,48,FALSE
979,7,5,0,1,2,FALSE
980,7,5,0,2,6,FALSE
981,7,5,0,3,7,FALSE
982,7,5,0,4,7,FALSE
983,7,5,0,5,5,FALSE
984,7,5,0,6,1,FALSE
985,7,5,0,7,23,FALSE
986,7,5,1,0,2,FALSE
987,7,5,1,2,1,FALSE
988,7,5,1,5,1,FALSE
989,7,5,1,7,4,FALSE
990,7,5,2,0,1,FALSE
991,7,5,2,1,1,FALSE
992,7,5,2,2,1,FALSE
993,7,5,2,3,1,FALSE
994,7,5,2,7,4,FALSE
995,7,5,3,0,3,FALSE
996,7,5,3,1,1,FALSE
997,7,5,3,2,1,FALSE
998,7,5,3,3,2,FALSE
999,7,5,3,5,2,FALSE
1000,7,5,3,7,2,FALSE
1001,7,5,4,3,1,FALSE
1002,7,5,4,4,1,FALSE
1003,7,5,4,7,1,FALSE
1004,7,5,5,0,2,FALSE
1005,7,5,5,5,2,FALSE
1006,7,5,5,7,5,FALSE
1007,7,5,6,0,1,FALSE
1008,7,5,6,2,1,FALSE
1009,7,5,7,0,1,FALSE
1010,7,5,7,2,1,FALSE
1011,7,5,7,4,1,FALSE
1012,7,5,7,7,18,FALSE
1013,7,5,7,NA,1,FALSE
1014,7,NA,0,0,7,FALSE
1015,7,NA,0,2,2,FALSE
1016,7,NA,0,7,3,FALSE
1017,7,NA,3,0,1,FALSE
1018,7,NA,5,5,2,FALSE
1019,7,NA,6,5,1,FALSE
1020,7,NA,NA,7,1,FALSE
1021,NA,-1,0,0,2,TRUE
1022,NA,-1,0,7,1,FALSE
1023,NA,-1,0,NA,1,NA
1024,NA,-1,2,NA,1,FALSE
1025,NA,-1,6,0,1,FALSE
1026,NA,-1,6,1,1,FALSE
1027,NA,-1,7,7,1,FALSE
1028,NA,-1,7,NA,2,FALSE
1029,NA,-1,NA,NA,4,NA
